Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5058","Enteric Fermentation","2013","2013","3050","FAO TIER 1","kilotonnes","5805.0675","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5058","Enteric Fermentation","2014","2014","3050","FAO TIER 1","kilotonnes","5728.0324","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5058","Enteric Fermentation","2015","2015","3050","FAO TIER 1","kilotonnes","5766.8023","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5058","Enteric Fermentation","2016","2016","3050","FAO TIER 1","kilotonnes","5920.9829","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kilotonnes","6020.3071","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kilotonnes","6064.9878","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kilotonnes","6092.2606","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kilotonnes","1583.0819","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1961","1961","3050","FAO TIER 1","kilotonnes","46.3383","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1962","1962","3050","FAO TIER 1","kilotonnes","1634.2182","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1962","1962","3050","FAO TIER 1","kilotonnes","47.2514","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1963","1963","3050","FAO TIER 1","kilotonnes","1619.8426","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1963","1963","3050","FAO TIER 1","kilotonnes","48.2273","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1964","1964","3050","FAO TIER 1","kilotonnes","1588.9208","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1964","1964","3050","FAO TIER 1","kilotonnes","48.9862","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1965","1965","3050","FAO TIER 1","kilotonnes","1493.9325","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1965","1965","3050","FAO TIER 1","kilotonnes","48.6675","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1966","1966","3050","FAO TIER 1","kilotonnes","1393.1951","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1966","1966","3050","FAO TIER 1","kilotonnes","47.9383","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1967","1967","3050","FAO TIER 1","kilotonnes","1437.1412","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1967","1967","3050","FAO TIER 1","kilotonnes","48.3307","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1968","1968","3050","FAO TIER 1","kilotonnes","1426.8616","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1968","1968","3050","FAO TIER 1","kilotonnes","48.0568","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1969","1969","3050","FAO TIER 1","kilotonnes","1425.1446","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1969","1969","3050","FAO TIER 1","kilotonnes","48.1945","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1970","1970","3050","FAO TIER 1","kilotonnes","1373.8982","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1970","1970","3050","FAO TIER 1","kilotonnes","48.5976","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1971","1971","3050","FAO TIER 1","kilotonnes","1480.9856","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1971","1971","3050","FAO TIER 1","kilotonnes","50.0252","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1972","1972","3050","FAO TIER 1","kilotonnes","1424.4296","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1972","1972","3050","FAO TIER 1","kilotonnes","50.67","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1973","1973","3050","FAO TIER 1","kilotonnes","1375.6535","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1973","1973","3050","FAO TIER 1","kilotonnes","51.2804","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1974","1974","3050","FAO TIER 1","kilotonnes","1389.8377","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1974","1974","3050","FAO TIER 1","kilotonnes","53.1239","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1975","1975","3050","FAO TIER 1","kilotonnes","1323.0544","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1975","1975","3050","FAO TIER 1","kilotonnes","53.6625","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1976","1976","3050","FAO TIER 1","kilotonnes","1256.423","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1976","1976","3050","FAO TIER 1","kilotonnes","52.3186","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1977","1977","3050","FAO TIER 1","kilotonnes","1309.1778","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1977","1977","3050","FAO TIER 1","kilotonnes","51.2239","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1978","1978","3050","FAO TIER 1","kilotonnes","1315.7663","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1978","1978","3050","FAO TIER 1","kilotonnes","49.5665","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1979","1979","3050","FAO TIER 1","kilotonnes","1352.2176","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1979","1979","3050","FAO TIER 1","kilotonnes","48.6356","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1980","1980","3050","FAO TIER 1","kilotonnes","1432.2123","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1980","1980","3050","FAO TIER 1","kilotonnes","49.431","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1981","1981","3050","FAO TIER 1","kilotonnes","1409.9429","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1981","1981","3050","FAO TIER 1","kilotonnes","50.3267","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1982","1982","3050","FAO TIER 1","kilotonnes","1352.8028","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1982","1982","3050","FAO TIER 1","kilotonnes","50.1644","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1983","1983","3050","FAO TIER 1","kilotonnes","1308.264","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1983","1983","3050","FAO TIER 1","kilotonnes","49.7665","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1984","1984","3050","FAO TIER 1","kilotonnes","1318.3478","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1984","1984","3050","FAO TIER 1","kilotonnes","49.3917","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1985","1985","3050","FAO TIER 1","kilotonnes","1296.5182","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1985","1985","3050","FAO TIER 1","kilotonnes","48.4442","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1986","1986","3050","FAO TIER 1","kilotonnes","1266.0212","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1986","1986","3050","FAO TIER 1","kilotonnes","47.3575","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1987","1987","3050","FAO TIER 1","kilotonnes","1231.4186","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1987","1987","3050","FAO TIER 1","kilotonnes","46.7301","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1988","1988","3050","FAO TIER 1","kilotonnes","1261.9257","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1988","1988","3050","FAO TIER 1","kilotonnes","46.2925","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1989","1989","3050","FAO TIER 1","kilotonnes","1264.1439","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1989","1989","3050","FAO TIER 1","kilotonnes","45.8203","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1990","1990","3050","FAO TIER 1","kilotonnes","1245.5765","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1990","1990","3050","FAO TIER 1","kilotonnes","45.8436","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1991","1991","3050","FAO TIER 1","kilotonnes","1282.2683","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1991","1991","3050","FAO TIER 1","kilotonnes","46.4247","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1992","1992","3050","FAO TIER 1","kilotonnes","1284.8036","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1992","1992","3050","FAO TIER 1","kilotonnes","46.95","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1993","1993","3050","FAO TIER 1","kilotonnes","1280.0856","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1993","1993","3050","FAO TIER 1","kilotonnes","47.4856","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1994","1994","3050","FAO TIER 1","kilotonnes","1299.1184","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1994","1994","3050","FAO TIER 1","kilotonnes","48.2657","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1995","1995","3050","FAO TIER 1","kilotonnes","1284.6713","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1995","1995","3050","FAO TIER 1","kilotonnes","48.8869","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1996","1996","3050","FAO TIER 1","kilotonnes","1260.7165","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1996","1996","3050","FAO TIER 1","kilotonnes","49.1917","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1997","1997","3050","FAO TIER 1","kilotonnes","1309.3658","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1997","1997","3050","FAO TIER 1","kilotonnes","49.0793","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1998","1998","3050","FAO TIER 1","kilotonnes","1314.1246","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1998","1998","3050","FAO TIER 1","kilotonnes","48.3896","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","1999","1999","3050","FAO TIER 1","kilotonnes","1283.2702","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","1999","1999","3050","FAO TIER 1","kilotonnes","47.9402","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2000","2000","3050","FAO TIER 1","kilotonnes","1284.3399","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2000","2000","3050","FAO TIER 1","kilotonnes","47.8989","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kilotonnes","1287.8563","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kilotonnes","47.7998","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2002","2002","3050","FAO TIER 1","kilotonnes","1289.2513","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2002","2002","3050","FAO TIER 1","kilotonnes","47.7947","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2003","2003","3050","FAO TIER 1","kilotonnes","1296.1898","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2003","2003","3050","FAO TIER 1","kilotonnes","47.5352","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kilotonnes","1293.1783","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kilotonnes","47.1061","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kilotonnes","1303.1165","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kilotonnes","47.2225","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kilotonnes","1315.774","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kilotonnes","47.9221","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kilotonnes","1330.5005","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kilotonnes","48.1661","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kilotonnes","1397.5252","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kilotonnes","48.6203","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kilotonnes","1351.2912","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kilotonnes","47.3124","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kilotonnes","1348.2574","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kilotonnes","47.1337","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kilotonnes","1366.2933","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7230","Emissions (N2O)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kilotonnes","46.9308","Fc","Calculated data",""
"GT","Emissions Totals","231","United States of America","7225","Emissions (CH4)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kilotonnes","1365.8545","Fc","Calculated data",""
